Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,80263.000000,80723.000000,78994.000000,79065.000000,79065.000000,9781900
2020-05-12,79065.000000,80344.000000,77872.000000,77872.000000,77872.000000,10245400
2020-05-13,77877.000000,78911.000000,77152.000000,77772.000000,77772.000000,11575900
2020-05-14,77770.000000,79011.000000,75697.000000,79011.000000,79011.000000,13818900
2020-05-15,79011.000000,79538.000000,77426.000000,77557.000000,77557.000000,11718200
2020-05-18,77576.000000,81420.000000,77571.000000,81194.000000,81194.000000,11533100
2020-05-19,81197.000000,82175.000000,80647.000000,80742.000000,80742.000000,10740100
2020-05-20,80747.000000,82290.000000,80740.000000,81319.000000,81319.000000,9522800
2020-05-21,81320.000000,83309.000000,81317.000000,83027.000000,83027.000000,11395200
2020-05-22,83027.000000,83027.000000,81669.000000,82173.000000,82173.000000,9281200
2020-05-25,82198.000000,85876.000000,82193.000000,85663.000000,85663.000000,8764400
2020-05-26,85668.000000,87333.000000,85396.000000,85469.000000,85469.000000,12030800
2020-05-27,85468.000000,87946.000000,85468.000000,87946.000000,87946.000000,11212000
2020-05-28,87946.000000,88091.000000,86767.000000,86949.000000,86949.000000,10117000
2020-05-29,86951.000000,87410.000000,85384.000000,87403.000000,87403.000000,16550900
2020-06-01,87395.000000,89019.000000,86837.000000,88620.000000,88620.000000,9849400
2020-06-02,88622.000000,91046.000000,88622.000000,91046.000000,91046.000000,11827300
2020-06-03,91048.000000,93710.000000,91048.000000,93002.000000,93002.000000,15137900
2020-06-04,92993.000000,94132.000000,92221.000000,93829.000000,93829.000000,11488000
2020-06-05,93839.000000,97356.000000,93839.000000,94637.000000,94637.000000,13320300
2020-06-08,94640.000000,97693.000000,94635.000000,97645.000000,97645.000000,11096500
2020-06-09,97644.000000,97644.000000,95386.000000,96747.000000,96747.000000,11278800
2020-06-10,96747.000000,97646.000000,94665.000000,94686.000000,94686.000000,11739600
2020-06-12,94677.000000,94703.000000,90811.000000,92795.000000,92795.000000,12785600
2020-06-15,92780.000000,93112.000000,90148.000000,92376.000000,92376.000000,13317500
2020-06-16,92387.000000,95216.000000,92387.000000,93531.000000,93531.000000,12034200
2020-06-17,93531.000000,96611.000000,93531.000000,95547.000000,95547.000000,11134700
2020-06-18,95547.000000,97110.000000,94698.000000,96125.000000,96125.000000,10008500
2020-06-19,96138.000000,97540.000000,95874.000000,96572.000000,96572.000000,13134400
2020-06-22,96572.000000,96870.000000,94869.000000,95336.000000,95336.000000,8264700
2020-06-23,95344.000000,97486.000000,95344.000000,95975.000000,95975.000000,9752700
2020-06-24,95974.000000,95974.000000,93259.000000,94377.000000,94377.000000,9962700
2020-06-25,94382.000000,96260.000000,94152.000000,95983.000000,95983.000000,8697900
2020-06-26,95979.000000,95979.000000,93514.000000,93834.000000,93834.000000,8439100
2020-06-29,93837.000000,95735.000000,93825.000000,95735.000000,95735.000000,8906800
2020-06-30,95728.000000,96257.000000,94806.000000,95056.000000,95056.000000,10144500
2020-07-01,95062.000000,96852.000000,95062.000000,96203.000000,96203.000000,10163300
2020-07-02,96206.000000,97864.000000,96052.000000,96235.000000,96235.000000,10062900
2020-07-03,96237.000000,96765.000000,95803.000000,96765.000000,96765.000000,5351600
2020-07-06,96776.000000,99257.000000,96768.000000,98937.000000,98937.000000,9489400
