Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,37614.800781,37819.671875,37235.851563,37631.890625,37631.890625,140379000
2020-05-12,37675.269531,38015.941406,37352.128906,37462.890625,37462.890625,161125000
2020-05-13,37403.210938,37403.210938,36344.921875,36394.589844,36394.589844,271439000
2020-05-14,36266.691406,36310.941406,35690.699219,36094.140625,36094.140625,157261400
2020-05-15,36036.218750,36158.910156,35652.421875,35691.390625,35691.390625,131211300
2020-05-18,35845.578125,37175.968750,35836.460938,37112.460938,37112.460938,179950200
2020-05-19,36935.179688,36991.480469,35749.671875,35862.039063,35862.039063,217403100
2020-05-20,36023.769531,36115.078125,35553.929688,36026.980469,36026.980469,203045100
2020-05-21,35854.828125,36060.929688,35454.519531,35560.761719,35560.761719,162494600
2020-05-22,35525.488281,35825.210938,35277.539063,35784.421875,35784.421875,119075400
2020-05-25,35813.269531,36003.371094,35770.140625,35832.769531,35832.769531,37538300
2020-05-26,35953.941406,36576.699219,35897.539063,36206.859375,36206.859375,197668600
2020-05-27,36317.539063,36973.300781,36241.019531,36889.960938,36889.960938,176207000
2020-05-28,36979.078125,36994.160156,36400.109375,36508.140625,36508.140625,173561300
2020-05-29,36471.820313,36471.820313,35555.750000,36122.730469,36122.730469,743778600
2020-06-01,36115.128906,37131.910156,35979.218750,36980.851563,36980.851563,127693300
2020-06-02,37012.640625,37826.171875,36906.359375,37460.441406,37460.441406,229177200
2020-06-03,37540.621094,38317.898438,37540.621094,38290.769531,38290.769531,286723500
2020-06-04,38247.449219,38310.050781,37665.640625,37872.890625,37872.890625,243657600
2020-06-05,38226.570313,39164.281250,38220.648438,38948.078125,38948.078125,211569100
2020-06-08,39105.390625,40030.949219,38997.589844,39954.011719,39954.011719,224210300
2020-06-09,39795.148438,39804.160156,38902.730469,39185.660156,39185.660156,218346100
2020-06-10,39167.121094,39174.011719,38212.300781,38266.191406,38266.191406,188244800
2020-06-11,37731.988281,37803.269531,36622.101563,36827.359375,36827.359375,201982200
2020-06-12,37243.828125,37772.039063,37084.339844,37679.238281,37679.238281,180935200
2020-06-15,37453.531250,37691.058594,37087.160156,37416.738281,37416.738281,158208000
2020-06-16,37924.519531,38193.421875,37512.910156,37894.050781,37894.050781,183397800
2020-06-17,37980.539063,38134.878906,37820.191406,37897.238281,37897.238281,146231900
2020-06-18,37909.371094,37909.371094,37536.628906,37632.890625,37632.890625,145116400
2020-06-19,37839.539063,38592.250000,37782.980469,38404.628906,38404.628906,926578300
2020-06-22,38372.171875,38372.171875,37851.191406,38123.558594,38123.558594,139646300
2020-06-23,38451.011719,38643.421875,38157.621094,38217.679688,38217.679688,157345400
2020-06-24,38011.671875,38037.371094,37738.601563,37908.378906,37908.378906,149757900
2020-06-25,37857.730469,37917.121094,37651.898438,37734.519531,37734.519531,100428600
2020-06-26,37794.671875,37794.671875,37273.511719,37431.949219,37431.949219,111590600
2020-06-29,37629.800781,37824.878906,37446.519531,37769.191406,37769.191406,102336800
2020-06-30,37707.718750,37874.468750,37425.839844,37716.429688,37716.429688,187916800
2020-07-01,37636.230469,37935.140625,37532.281250,37619.769531,37619.769531,168620900
2020-07-02,37883.968750,38416.960938,37741.500000,37894.078125,37894.078125,163134900
