Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,4561.189941,4569.759766,4460.240234,4490.220215,4490.220215,83493200
2020-05-12,4473.430176,4499.390137,4453.649902,4472.500000,4472.500000,99269700
2020-05-13,4420.500000,4422.740234,4336.560059,4344.950195,4344.950195,103285300
2020-05-14,4294.009766,4313.259766,4194.580078,4273.129883,4273.129883,127632000
2020-05-15,4314.970215,4335.770020,4255.189941,4277.629883,4277.629883,111236400
2020-05-18,4361.029785,4508.950195,4354.729980,4498.339844,4498.339844,119506400
2020-05-19,4536.069824,4536.069824,4421.109863,4458.160156,4458.160156,138767200
2020-05-20,4434.620117,4499.790039,4396.200195,4496.979980,4496.979980,107244100
2020-05-21,4443.919922,4498.080078,4429.270020,4445.450195,4445.450195,88243500
2020-05-22,4381.819824,4475.350098,4368.799805,4444.560059,4444.560059,99188200
2020-05-25,4482.540039,4539.910156,4451.560059,4539.910156,4539.910156,65971900
2020-05-26,4588.299805,4619.839844,4573.890137,4606.240234,4606.240234,140172500
2020-05-27,4621.770020,4711.990234,4614.410156,4688.740234,4688.740234,177960100
2020-05-28,4718.109863,4784.089844,4701.520020,4771.390137,4771.390137,127442900
2020-05-29,4733.979980,4768.850098,4695.359863,4695.439941,4695.439941,167179700
2020-06-01,4776.720215,4782.029785,4721.629883,4762.779785,4762.779785,75978000
2020-06-02,4799.879883,4880.149902,4795.279785,4858.970215,4858.970215,126839400
2020-06-03,4911.450195,5026.450195,4909.990234,5022.379883,5022.379883,160112800
2020-06-04,4994.180176,5052.750000,4966.819824,5011.979980,5011.979980,138794600
2020-06-05,5060.919922,5199.649902,5060.919922,5197.790039,5197.790039,186841500
2020-06-08,5159.299805,5213.669922,5137.200195,5175.520020,5175.520020,152914400
2020-06-09,5187.089844,5203.419922,5053.209961,5095.109863,5095.109863,160534800
2020-06-10,5119.859863,5152.450195,5043.569824,5053.419922,5053.419922,121335100
2020-06-11,4925.950195,4956.299805,4815.600098,4815.600098,4815.600098,161274600
2020-06-12,4774.109863,4940.790039,4759.169922,4839.259766,4839.259766,133164300
2020-06-15,4716.979980,4841.529785,4691.810059,4815.720215,4815.720215,111889900
2020-06-16,4922.790039,5006.790039,4887.560059,4952.459961,4952.459961,144445800
2020-06-17,4952.569824,5026.839844,4952.569824,4995.970215,4995.970215,107060900
2020-06-18,4978.299805,5017.180176,4908.600098,4958.750000,4958.750000,101195000
2020-06-19,4997.529785,5040.470215,4979.450195,4979.450195,4979.450195,219575400
2020-06-22,4928.009766,5006.399902,4902.060059,4948.700195,4948.700195,84695500
